Taxon	Kleb_Pneu_UCI69_V1	Kleb_Pneu_UCI70_V1	Kleb_Pneu_UCI75_V1	Kleb_Pneu_UCI76_V1	Kleb_Pneu_UCI81_V1	Kleb_Pneu_UCI82_V1	Kleb_Pneu_UCI91_V1	Kleb_Pneu_UCI92_V1	Kleb_Pneu_UCI93_V1	Kleb_Pneu_UCI94_V1	Kleb_Pneu_UCI95_V1	Kleb_Pneu_UCI96_V1	Kleb_pneu_BIDMC122	Kleb_pneu_BIDMC123	Kleb_pneu_BIDMC124	Kleb_pneu_BIDMC85_V1	Kleb_pneu_BIDMC86_V1	Kleb_pneu_BIDMC89_V1	Kleb_pneu_BIDMC91_V1	Kleb_pneu_BIDMC96_V1	Kleb_pneu_BIDMC_10_V1	Kleb_pneu_BIDMC_11_V1	Kleb_pneu_BIDMC_12A_V1	Kleb_pneu_BIDMC_12B_V1	Kleb_pneu_BIDMC_12C_V1	Kleb_pneu_BIDMC_13_V1	Kleb_pneu_BIDMC_14_V1	Kleb_pneu_BIDMC_16_V1	Kleb_pneu_BIDMC_18A_V1	Kleb_pneu_BIDMC_18B_V1	Kleb_pneu_BIDMC_18C_V1	Kleb_pneu_BIDMC_18D_V1	Kleb_pneu_BIDMC_1_V1	Kleb_pneu_BIDMC_21_V1	Kleb_pneu_BIDMC_22_V1	Kleb_pneu_BIDMC_23_V1	Kleb_pneu_BIDMC_24_V1	Kleb_pneu_BIDMC_25_V1	Kleb_pneu_BIDMC_2A_V1	Kleb_pneu_BIDMC_31_V1	Kleb_pneu_BIDMC_32_V1	Kleb_pneu_BIDMC_33B_V1	Kleb_pneu_BIDMC_34_V1	Kleb_pneu_BIDMC_35_V1	Kleb_pneu_BIDMC_36_V1	Kleb_pneu_BIDMC_40_V1	Kleb_pneu_BIDMC_41_V1	Kleb_pneu_BIDMC_42a_V1	Kleb_pneu_BIDMC_42b_V1	Kleb_pneu_BIDMC_45_V1	Kleb_pneu_BIDMC_46a_V1	Kleb_pneu_BIDMC_46b_V1	Kleb_pneu_BIDMC_47_V1	Kleb_pneu_BIDMC_48_V1	Kleb_pneu_BIDMC_4_V1	Kleb_pneu_BIDMC_51_V1	Kleb_pneu_BIDMC_52_V1	Kleb_pneu_BIDMC_53_V1	Kleb_pneu_BIDMC_54_V1	Kleb_pneu_BIDMC_55_V1	Kleb_pneu_BIDMC_5_V1	Kleb_pneu_BIDMC_60_V1	Kleb_pneu_BIDMC_68_V1	Kleb_pneu_BIDMC_69_V1	Kleb_pneu_BIDMC_7A_V1	Kleb_pneu_BIDMC_7B_V1	Kleb_pneu_BWH53_V1	Kleb_pneu_BWH58_V1	Kleb_pneu_BWH62_V1	Kleb_pneu_BWH66_V1	Kleb_pneu_BWH67_V1	Kleb_pneu_BWH_15_V1	Kleb_pneu_BWH_22_V1	Kleb_pneu_BWH_28_V1	Kleb_pneu_BWH_2_V1	Kleb_pneu_BWH_30_V1	Kleb_pneu_BWH_36_V1	Kleb_pneu_BWH_41_V1	Kleb_pneu_BWH_45_V1	Kleb_pneu_BWH_46_V1	Kleb_pneu_BWH_47_V1	Kleb_pneu_BWH_48_V1	Kleb_pneu_BWH_78	Kleb_pneu_MGH101_V1	Kleb_pneu_MGH102_V1	Kleb_pneu_MGH111_V1	Kleb_pneu_MGH112_V1	Kleb_pneu_MGH115_V1	Kleb_pneu_MGH116_V1	Kleb_pneu_MGH117_V1	Kleb_pneu_MGH118_V1	Kleb_pneu_MGH124_V1	Kleb_pneu_MGH125_V1	Kleb_pneu_MGH126_V1	Kleb_pneu_MGH133_V1	Kleb_pneu_MGH134_V1	Kleb_pneu_MGH140_V1	Kleb_pneu_MGH147_V1	Kleb_pneu_MGH148_V1	Kleb_pneu_MGH149_V1	Kleb_pneu_MGH150	Kleb_pneu_MGH153_V1	Kleb_pneu_MGH155_V1	Kleb_pneu_MGH156_V1	Kleb_pneu_MGH157_V1	Kleb_pneu_MGH158_V1	Kleb_pneu_MGH161_V1	Kleb_pneu_MGH162_V1	Kleb_pneu_MGH165_V1	Kleb_pneu_MGH166_V1	Kleb_pneu_MGH167_V1	Kleb_pneu_MGH168_V1	Kleb_pneu_MGH171_V1	Kleb_pneu_MGH172_V1	Kleb_pneu_MGH181_V1	Kleb_pneu_MGH182	Kleb_pneu_MGH185_V1	Kleb_pneu_MGH186_V1	Kleb_pneu_MGH189	Kleb_pneu_MGH190	Kleb_pneu_MGH191	Kleb_pneu_MGH192	Kleb_pneu_MGH193	Kleb_pneu_MGH201	Kleb_pneu_MGH202	Kleb_pneu_MGH203	Kleb_pneu_MGH204	Kleb_pneu_MGH205	Kleb_pneu_MGH206	Kleb_pneu_MGH211	Kleb_pneu_MGH221	Kleb_pneu_MGH222	Kleb_pneu_MGH227	Kleb_pneu_MGH228	Kleb_pneu_MGH229	Kleb_pneu_MGH230	Kleb_pneu_MGH235	Kleb_pneu_MGH251	Kleb_pneu_MGH252	Kleb_pneu_MGH81_V1	Kleb_pneu_MGH82_V1	Kleb_pneu_MGH83	Kleb_pneu_MGH84_V1	Kleb_pneu_MGH89_V1	Kleb_pneu_MGH90_V1	Kleb_pneu_MGH91_V1	Kleb_pneu_MGH93_V1	Kleb_pneu_MGH94_V1	Kleb_pneu_MGH95_V1	Kleb_pneu_MGH97_V1	Kleb_pneu_MGH98_V1	Kleb_pneu_MGH_17_V1	Kleb_pneu_MGH_18_V1	Kleb_pneu_MGH_19_V1	Kleb_pneu_MGH_21_V1	Kleb_pneu_MGH_29_V1	Kleb_pneu_MGH_30_V1	Kleb_pneu_MGH_31_V1	Kleb_pneu_MGH_32_V1	Kleb_pneu_MGH_35_V1	Kleb_pneu_MGH_36_V1	Kleb_pneu_MGH_39_V1	Kleb_pneu_MGH_43_V1	Kleb_pneu_MGH_45_V1	Kleb_pneu_MGH_46_V1	Kleb_pneu_MGH_47_V1	Kleb_pneu_MGH_48_V1	Kleb_pneu_MGH_51_V1	Kleb_pneu_MGH_52_V1	Kleb_pneu_MGH_59_V1	Kleb_pneu_MGH_60_V1	Kleb_pneu_MGH_63_V1	Kleb_pneu_MGH_64_V1	Kleb_pneu_MGH_65_V1	Kleb_pneu_MGH_66_V1	Kleb_pneu_MGH_67_V1	Kleb_pneu_MGH_69_V1	Kleb_pneu_MGH_70_V1	Kleb_pneu_MGH_71_V1	Kleb_pneu_MGH_72_V1	Kleb_pneu_MGH_73_V1	Kleb_pneu_MGH_74_V1	Kleb_pneu_MGH_75_V1	Kleb_pneu_MGH_79_V1	Kleb_pneu_UCI105_V1	Kleb_pneu_UCI106_V1	Kleb_pneu_UCI107_V1	Kleb_pneu_UCI108_V1	Kleb_pneu_UCI109_V1	Kleb_pneu_UCI110_V1	Kleb_pneu_UCI111_V1	Kleb_pneu_UCI112_V1	Kleb_pneu_UCI113_V1	Kleb_pneu_UCI114_V1	Kleb_pneu_UCI115_V1	Kleb_pneu_UCI116_V1	Kleb_pneu_UCI117_V1	Kleb_pneu_UCI118_V1	Kleb_pneu_UCI149	Kleb_pneu_UCI150	Kleb_pneu_UCI163	Kleb_pneu_UCI164	Kleb_pneu_UCI171	Kleb_pneu_UCI172	Kleb_pneu_UCI177	Kleb_pneu_UCI181	Kleb_pneu_UCI182	Kleb_pneu_UCI185	Kleb_pneu_UCI186	Kleb_pneu_UCI187	Kleb_pneu_UCI188	Kleb_pneu_UCI189	Kleb_pneu_UCI190	Kleb_pneu_UCICRE-123	Kleb_pneu_UCICRE-124	Kleb_pneu_UCICRE-125	Kleb_pneu_UCICRE-126	Kleb_pneu_UCICRE-130	Kleb_pneu_UCICRE-133	Kleb_pneu_UCICRE-134	Kleb_pneu_UCICRE-137	Kleb_pneu_UCICRE-138	Kleb_pneu_UCICRE-139	Kleb_pneu_UCICRE-140	Kleb_pneu_UCICRE-145	Kleb_pneu_UCI_13_V1	Kleb_pneu_UCI_17_V1	Kleb_pneu_UCI_19_V1	Kleb_pneu_UCI_1_V1	Kleb_pneu_UCI_20_V1	Kleb_pneu_UCI_21_V1	Kleb_pneu_UCI_22_V1	Kleb_pneu_UCI_25_V1	Kleb_pneu_UCI_26_V1	Kleb_pneu_UCI_2_V1	Kleb_pneu_UCI_33_V1	Kleb_pneu_UCI_34_V1	Kleb_pneu_UCI_37_V1	Kleb_pneu_UCI_38_V1	Kleb_pneu_UCI_41_V1	Kleb_pneu_UCI_42_V1	Kleb_pneu_UCI_43_V1	Kleb_pneu_UCI_44_V1	Kleb_pneu_UCI_4_V1	Kleb_pneu_UCI_55_V1	Kleb_pneu_UCI_56_V1	Kleb_pneu_UCI_59_V1	Kleb_pneu_UCI_60_V1	Kleb_pneu_UCI_61_V1	Kleb_pneu_UCI_62_V1	Kleb_pneu_UCI_63_V1	Kleb_pneu_UCI_64_V1	Kleb_pneu_UCI_67_V1	Kleb_pneu_UCI_68_V1	Kleb_pneu_UCI_6_V1	Kleb_pneu_UCI_7_V1	Kleb_pneu_UCI_8_V1
Kleb_pneu_UCI150	1988	2184	1992	2268	1993	1987	1994	2274	1994	2519	1989	2166	2176	2175	2175	2201	2210	2108	2117	1900	1983	2206	1987	1985	1986	1983	1987	1983	1984	1983	1983	321	1989	320	2030	2205	2135	2177	1983	2137	1983	2175	1984	2106	2028	2120	323	1989	1989	1984	324	2077	2218	331	1985	2117	2080	324	1988	2134	1983	1985	1985	2111	1990	1989	1986	2117	2096	2117	2161	2086	1991	2197	2251	2216	1988	1992	1986	2124	1988	2126	2119	2165	1987	2171	2078	2172	2202	2173	2083	2205	1992	2178	2171	2091	1988	2085	2084	2085	2151	1995	2172	2233	2219	2160	2085	2084	2113	226	2084	2156	2170	1993	1988	2225	2184	752	1991	2084	2172	3016	2095	2172	2170	2172	2178	2185	2517	2185	2122	2156	2098	2098	2163	2186	2162	2214	2142	2171	34	750	2198	2124	2068	1986	2124	2209	1986	2315	2119	2140	2150	2451	2197	1983	730	1993	2207	2125	2197	1943	2179	1992	2184	323	2099	1988	2314	1992	2121	2171	2208	2171	2097	1985	1994	2170	1987	32	1986	2062	2171	1992	1990	1983	2170	2203	2001	2207	2158	3058	2005	2049	2030	2173	1998	2105	2176	0	1991	2102	1997	2147	1996	2122	2253	1990	1958	1993	2246	2126	2210	2091	2151	2179	2115	2121	1986	1947	1992	2299	1986	2130	1992	2001	1985	1995	1987	2106	1999	1992	1977	2104	31	1994	2143	2001	1992	1993	2251	1994	1994	2184	1994	2151	1997	2050	1995	2121	1995	2105	1989	667	2252	2094	805
Kleb_pneu_UCI163	7	2174	17	2248	18	1978	19	2243	19	2543	10	2211	2196	2220	2220	2207	2214	2228	2227	1984	8	2196	12	10	11	8	12	8	9	8	8	2071	16	2070	2176	2259	2137	2153	8	2132	8	2220	9	2226	2207	2117	2073	14	14	9	2074	2106	2229	2073	10	2100	2052	2074	13	2183	8	10	10	2217	15	14	11	2227	2121	2227	2258	2062	16	2244	2272	2203	13	19	11	2100	13	2213	2167	2210	1978	2216	2081	2217	2254	2218	2054	2195	17	2220	2216	2063	13	2056	2055	2056	2200	22	2217	2264	2209	2212	2056	2055	2223	2018	2055	2225	2215	1984	13	2244	2189	2063	2035	2055	2217	3095	2082	2217	2147	2217	2170	2119	2543	2212	2212	2201	2180	2216	2243	2191	2242	2230	2141	2216	1991	2061	2250	2252	2132	11	2256	2217	11	2277	2220	2197	2234	2431	2249	8	2081	18	2259	2253	2272	2091	2113	17	2188	2073	2181	13	2274	20	2208	2216	2283	2216	2133	10	67	2250	12	1989	11	2114	2216	17	15	2077	2229	2277	26	2213	2207	3122	30	2232	55	2218	23	2086	2222	1991	0	2079	16	2156	21	2232	2339	15	2182	1984	2234	2236	2260	2186	2231	2113	2247	2177	11	2041	17	2261	11	2184	17	26	52	20	6	2093	24	17	2064	2166	1994	19	2154	26	17	18	2239	19	19	2188	19	2198	22	2109	20	2113	20	2223	4	2060	2240	2214	2087
Kleb_pneu_UCI164	2076	2249	2080	2210	2081	2075	2082	2240	2082	2538	2077	2149	2208	2154	2154	2205	2215	2185	2184	2046	2071	2179	2075	2073	2074	2071	2075	2071	2072	2071	2071	2135	2077	2134	2161	2281	2126	2189	2071	2158	2071	2154	2072	2181	2173	2144	2137	2077	2077	2072	2138	2123	2252	2139	2073	703	1990	2138	2076	2144	2071	2073	2073	2152	2078	2077	2074	2184	2148	2184	2256	2167	2079	2269	2292	2204	2076	2080	2074	2158	2076	2154	2043	2146	2075	2152	2081	2153	2276	2154	1983	2178	2080	2188	2152	2174	2076	1985	1984	1985	2201	2083	2153	2242	2192	2179	1985	1984	2180	2146	1984	2160	2151	2081	2076	2213	2197	2136	2113	1984	2153	2996	717	2153	2156	2153	2191	2166	2537	2120	2159	2137	2183	2175	2190	2199	2189	2234	2145	2152	2102	2134	2272	2271	2094	2074	2271	2215	2074	2251	2096	2213	2179	2489	2271	2071	2142	2081	2280	2272	2254	2129	2160	2080	2163	2137	2184	2076	2250	2081	2149	2152	2263	2152	2145	2073	2080	2197	2075	2104	2074	2150	2152	2080	2078	2078	2135	2259	2089	2211	2205	3036	2093	2197	2118	2154	2086	2112	2158	2102	2079	0	2085	2165	2084	2189	2266	2078	2077	2081	2254	2193	2255	2175	2178	2160	2262	2243	2074	1969	2080	2235	2074	2105	2080	2089	2077	2083	2075	728	2087	2080	2059	2118	2107	2082	2140	2089	2080	2081	2259	2082	2082	2163	2082	2196	2085	2114	2083	2145	2083	2182	2077	2119	2260	2171	2165
Kleb_pneu_UCI171	11	2180	23	2254	24	1984	25	2249	25	2549	16	2217	2202	2226	2226	2213	2220	2233	2232	1990	14	2202	18	16	17	14	18	14	15	14	14	2077	22	2076	2182	2265	2143	2159	14	2137	14	2226	15	2231	2213	2123	2079	20	20	15	2080	2112	2235	2079	16	2106	2058	2080	19	2189	14	16	16	2222	21	20	17	2232	2126	2232	2264	2068	22	2250	2278	2209	19	25	17	2106	19	2218	2173	2216	1984	2222	2087	2223	2260	2224	2060	2201	23	2226	2222	2069	19	2062	2061	2062	2206	28	2223	2270	2215	2218	2062	2061	2228	2024	2061	2231	2221	1990	19	2250	2195	2069	2041	2061	2223	3101	2088	2223	2153	2223	2176	2125	2549	2218	2217	2207	2186	2221	2248	2197	2247	2236	2147	2222	1997	2067	2256	2258	2137	17	2262	2223	17	2283	2226	2203	2239	2437	2255	14	2087	24	2265	2259	2278	2097	2119	23	2194	2079	2187	19	2280	26	2213	2222	2289	2222	2139	16	73	2255	18	1995	17	2120	2222	23	21	2083	2235	2283	32	2219	2213	3128	36	2238	61	2224	29	2091	2228	1997	16	2085	0	2162	27	2237	2345	21	2188	1990	2240	2241	2266	2192	2236	2119	2253	2183	17	2047	23	2267	17	2190	23	32	58	26	10	2099	30	23	2069	2172	2000	25	2160	32	23	24	2245	25	25	2194	25	2204	28	2115	26	2119	26	2228	14	2066	2246	2219	2091
Kleb_pneu_UCI172	2153	2098	2157	2314	2158	2140	2159	2095	2159	2562	2154	1938	2215	1945	1945	2100	2109	2237	2220	2102	2148	1930	2152	2150	2151	2148	2152	2148	2149	2148	2148	2112	2155	2111	2205	2341	2196	1918	2148	2169	2148	1945	2149	2235	2293	2201	2114	2154	2154	2149	2115	2220	2121	2110	2150	2185	2145	2115	2153	2209	2148	2150	2150	2229	2155	2154	2151	2212	2209	2212	2110	2201	2156	2188	2112	2231	2153	2158	2151	2171	2153	2225	2236	1935	2140	1941	2189	1942	2335	1943	2141	1929	2157	2133	1941	2190	2153	2143	2142	2143	2138	2161	1942	2296	1943	2240	2143	2142	2208	2125	2142	2151	1940	2146	2153	2166	2120	2100	2162	2142	1942	3033	2159	1942	2242	1942	2018	2240	2569	2250	2229	1926	2202	2227	2265	2122	2264	2066	2192	1941	2147	2098	2336	2300	2107	2151	2304	2110	2151	2366	2226	2244	2250	2403	2331	2148	2126	2158	2341	2301	2150	2164	2234	2157	1900	2114	2203	2153	2361	2159	2220	1941	2161	1941	2191	2150	2158	2272	2152	2149	2151	2198	1941	2157	2155	2148	2239	2156	2166	2106	2258	2990	2170	2278	2195	1943	2163	2182	1947	2147	2156	2165	2162	0	2161	2217	2310	2155	2296	2146	2312	2221	2238	2167	2253	2234	2295	2032	2151	2165	2157	2346	2151	2302	2157	2166	2153	2160	2152	2170	2164	2157	2136	2268	2151	2159	2203	2166	2157	2158	2317	2159	2159	1900	2159	2249	2162	2122	2160	2202	2160	2234	2154	2101	2318	2221	2137
Kleb_pneu_UCI177	18	2179	22	2253	23	1983	24	2248	24	2548	19	2216	2201	2225	2225	2212	2217	2233	2232	1989	13	2201	17	15	16	13	17	13	14	13	13	2076	21	2075	2181	2264	2142	2158	13	2137	13	2225	14	2231	2212	2122	2078	19	19	14	2079	2111	2234	2078	15	2105	2057	2079	18	2188	13	15	15	2222	20	19	16	2232	2126	2232	2263	2067	21	2249	2277	2208	18	24	16	2105	18	2218	2172	2215	1983	2221	2086	2222	2259	2223	2059	2200	22	2225	2221	2068	18	2061	2060	2061	2205	27	2222	2267	2214	2217	2061	2060	2228	2023	2060	2230	2220	1989	18	2249	2194	2068	2040	2060	2222	3100	2087	2222	2152	2222	2175	2124	2548	2217	2217	2206	2185	2221	2248	2196	2247	2235	2146	2221	1996	2066	2255	2257	2137	16	2261	2222	16	2282	2225	2202	2239	2436	2254	13	2086	23	2264	2258	2277	2096	2118	22	2193	2078	2186	18	2279	25	2213	2221	2288	2221	2138	15	72	2255	17	1994	16	2119	2221	22	20	2082	2234	2282	21	2218	2212	3127	35	2237	60	2223	28	2091	2227	1996	21	2084	27	2161	0	2237	2344	20	2187	1989	2239	2241	2265	2191	2236	2118	2252	2182	16	2046	22	2266	16	2189	22	31	57	25	17	2098	29	22	2069	2171	1999	24	2159	21	12	13	2244	8	8	2193	8	2203	27	2114	25	2118	25	2228	19	2065	2245	2219	2092
Kleb_pneu_UCI181	2229	2281	2233	2253	2234	2149	2235	2318	2235	2605	2230	2219	2255	2228	2228	2257	2267	695	29	2160	2224	2239	2228	2226	2227	2224	2228	2224	2225	2224	2224	2162	2230	2161	2194	2253	2022	2213	2224	2218	2224	2228	2225	693	2253	2203	2164	2230	2230	2225	2165	2261	2326	2164	2226	2196	2086	2165	2229	2173	2224	2226	2226	479	2231	2230	2227	11	2167	11	2267	2207	2232	2338	2296	2243	2229	2233	2227	2178	2229	635	2181	2218	2149	2224	2194	2225	2247	2226	2080	2238	2233	2249	2224	2216	2229	2082	2081	2082	2196	2236	2225	2202	2252	2202	2082	2081	15	2155	2081	2011	2223	2155	2229	2272	2182	2172	2094	2081	2225	3039	2180	2225	2207	2225	2214	2263	2602	2161	414	2209	2038	683	489	2183	488	2253	2208	2224	2122	2168	2244	2331	1343	2227	2329	2267	2227	2294	2177	2134	452	2410	2243	2224	2184	2234	2252	2332	2316	2173	2257	2233	2218	2164	2039	2229	2285	2234	630	2224	2327	2224	2099	2226	2241	496	2228	2126	2227	2169	2224	2233	2231	2152	2260	2322	2242	2263	2196	3057	2246	2233	2271	2226	2239	2146	2230	2122	2232	2189	2237	2217	2237	0	2333	2231	2224	2155	2258	28	2274	2071	477	2257	2320	2209	2227	2146	2233	2272	2227	2225	2233	2242	2234	2236	2228	2191	2240	2233	2115	2201	2127	2235	2207	2242	2233	2234	2263	2235	2235	2218	2235	2187	2238	2108	2236	2196	2236	690	2230	2167	2264	673	2168
Kleb_pneu_UCI182	2336	2351	2340	2313	2341	2181	2342	2422	2342	2666	2337	2327	2292	2334	2334	2363	2373	2359	2328	2272	2331	2342	2335	2333	2334	2331	2335	2331	2332	2331	2331	2275	2337	2274	2310	2374	2328	2409	2331	2291	2331	2334	2332	2355	2316	2290	2277	2337	2337	2332	2278	2286	2388	2275	2333	2286	2177	2278	2336	2277	2331	2333	2333	2356	2338	2337	2334	2328	2248	2328	2403	2268	2339	2411	2416	2399	2336	2340	2334	2245	2336	2366	2285	2324	2181	2330	2271	2331	2369	2332	2173	2341	2340	2347	2330	2275	2336	2175	2174	2175	2365	2343	2331	2308	2355	2297	2175	2174	2324	2278	2174	2315	2329	2187	2336	2415	2378	2304	2264	2174	2331	3130	2270	2331	2245	2331	2337	2304	2663	2348	2355	2315	2331	2347	2404	2380	2403	2400	2258	2330	2253	2302	2365	2359	2289	2334	2365	2373	2334	2413	2295	2353	2387	2617	2364	2331	2304	2341	2374	2360	2412	2259	2298	2340	2315	2277	2332	2336	2410	2341	2361	2330	2425	2330	2348	2333	2350	2411	2335	2257	2334	2288	2330	2340	2338	2227	2341	2418	2349	2369	2372	3160	2353	2345	2378	2332	2346	2305	2336	2253	2339	2266	2345	2310	2344	2333	0	2338	2352	2187	2437	2337	2460	2321	2392	2298	2356	2351	2334	2237	2340	2395	2334	2340	2340	2349	2345	2343	2335	2281	2347	2340	2199	2234	2258	2342	2251	2349	2340	2341	2442	2342	2342	2315	2342	2363	2345	2214	2343	2283	2343	2354	2337	2303	2443	2341	2254
Kleb_pneu_UCI185	12	2173	4	2247	3	1977	6	2242	4	2542	13	2210	2195	2219	2219	2206	2213	2227	2226	1983	7	2195	11	9	10	7	11	7	8	7	7	2070	15	2069	2175	2258	2136	2152	7	2131	7	2219	8	2225	2206	2116	2072	13	13	8	2073	2105	2228	2072	9	2099	2051	2073	12	2182	7	9	9	2216	14	13	10	2226	2120	2226	2257	2061	15	2243	2271	2202	12	18	10	2099	12	2212	2166	2209	1977	2215	2080	2216	2253	2217	2053	2194	16	2219	2215	2062	12	2055	2054	2055	2199	21	2216	2263	2208	2211	2055	2054	2222	2017	2054	2224	2214	1983	12	2243	2188	2062	2034	2054	2216	3094	2081	2216	2146	2216	2169	2118	2542	2211	2211	2200	2179	2215	2242	2190	2241	2229	2140	2215	1990	2060	2249	2251	2131	10	2255	2216	10	2276	2219	2196	2233	2430	2248	7	2080	17	2258	2252	2271	2090	2112	16	2187	2072	2180	12	2273	19	2207	2215	2282	2215	2132	9	66	2249	11	1988	10	2113	2215	16	0	2076	2228	2276	25	2212	2206	3121	29	2231	54	2217	22	2085	2221	1990	15	2078	21	2155	20	2231	2338	0	2181	1983	2233	2235	2259	2185	2230	2112	2246	2176	10	2040	2	2260	10	2183	2	25	51	19	11	2092	23	4	2063	2165	1993	4	2153	25	16	17	2238	18	18	2187	18	2197	21	2108	7	2112	19	2222	13	2059	2239	2213	2086
Kleb_pneu_UCI186	2179	2317	2183	2097	2184	2079	2185	2286	2185	2570	2180	2297	2231	2304	2304	2307	2317	2192	2219	2138	2174	2312	2178	2176	2177	2174	2178	2174	2173	2174	2174	1993	2180	1992	2179	2321	2207	2290	2174	2204	2174	2304	2173	2190	2247	2216	1995	2180	2180	2173	1996	2172	2345	1989	2176	2110	1507	1996	2179	2215	2174	2176	2176	2191	2181	2180	2177	2219	2184	2219	2334	2170	2182	2339	2331	2232	2179	2183	2177	2162	2179	2202	2136	2294	2079	2300	2096	2301	2316	2302	1529	2311	2183	2229	2300	2185	2179	1531	1530	1531	2251	2186	2301	2049	2325	2247	1531	1530	2215	1988	1530	2233	2299	2085	2179	2255	2257	2013	2057	1530	2301	3112	2092	2301	2162	2301	2262	2199	2561	2298	2220	2285	2199	2180	2229	2261	2228	2326	2170	2300	1958	2011	2312	2320	2186	2177	2322	2315	2177	2342	1541	2180	2214	2487	2311	2174	2014	2184	2321	2321	2332	2153	2193	2183	2295	1995	2200	2179	2341	2184	2198	2300	2344	2300	2186	2176	2187	2234	2178	1960	2177	2152	2300	2183	2181	2177	2239	2337	2192	2313	2257	3113	2196	2207	2221	2302	2189	2152	2306	1958	2182	2077	2188	2296	2187	2224	2352	2181	0	2085	2324	2228	2312	2191	2217	2193	2313	2274	2177	2022	2183	2326	2177	386	2183	2192	2178	2186	2178	2103	2190	2183	2147	1641	1963	2185	2179	2192	2183	2184	2329	2185	2185	2295	2185	2248	2188	2134	2186	2215	2186	2187	2180	1991	2330	2178	2029
Kleb_pneu_UCI187	1981	2192	1984	2258	1986	12	1987	2161	1987	2551	1982	2122	2151	2129	2129	2212	2221	2168	2148	1780	1976	2140	1980	1978	1979	1976	1980	1976	1977	1976	1976	2015	1982	2014	2060	2183	2163	2147	1976	2115	1976	2129	1977	2165	2107	2160	2017	1982	1982	1977	2018	2023	2212	2015	1978	2065	2056	2018	1981	2087	1976	1978	1978	2154	1983	1982	1979	2150	2068	2150	2273	2038	1984	2223	2217	2155	1981	1985	1979	2129	1981	2151	2054	2119	12	2125	1845	2126	2178	2127	2066	2139	1985	2164	2125	2041	1981	2068	2067	2068	2178	1988	2126	2246	2153	2111	2068	2067	2146	2024	2067	2125	2124	18	1981	2192	2222	1987	2045	2067	2126	3069	2045	2126	2144	2126	2182	2107	2546	2249	2145	2110	2116	2158	2174	2224	2173	2240	2162	2125	1993	1984	2172	2129	2088	1979	2129	2222	1979	2199	2087	2151	2155	2415	2173	1976	2025	1986	2183	2130	2227	1870	2101	1985	2116	2017	2117	1981	2198	1986	2146	2125	2238	2125	2128	1978	1981	2181	1980	1995	1979	2021	2125	1985	1983	1914	2152	2233	1994	2218	2105	3096	1998	2114	2023	2127	1991	2109	2131	1993	1984	2081	1990	2146	1989	2155	2187	1983	2085	0	2221	2159	2224	2155	2162	2101	2120	2111	1979	1936	1985	2183	1979	2100	1985	1994	1980	1988	1980	2056	1992	1985	1368	2120	1998	1987	2169	1994	1985	1986	2226	1987	1987	2116	1987	2096	1990	2036	1988	2163	1988	2165	1982	2010	2227	2150	1985
Kleb_pneu_UCI188	2231	2264	2235	2358	2236	2215	2237	2345	2237	2683	2232	2285	2318	2292	2292	2365	2373	2252	2249	2259	2226	2273	2230	2228	2229	2226	2230	2226	2227	2226	2226	2277	2232	2276	2257	2317	2233	2315	2226	2279	2226	2292	2227	2250	2352	2293	2279	2232	2232	2227	2280	2260	2384	2277	2228	2228	2247	2280	2231	2277	2226	2228	2228	2256	2233	2232	2229	2253	2212	2253	2358	2308	2234	2371	2397	2279	2231	2235	2229	2283	2231	2277	2270	2282	2215	2288	2287	2289	2312	2290	2269	2272	2235	2297	2288	2319	2231	2271	2270	2271	2257	2238	2289	2356	2286	2310	2271	2270	2249	2270	2270	2282	2287	2221	2231	2309	2296	2285	2208	2270	2289	3202	2212	2289	2332	2289	2284	2355	2676	2297	2282	2273	2277	2242	2304	2298	2303	2359	2308	2288	2246	2283	2308	2414	2212	2229	2414	2375	2229	2381	2302	2237	2290	2570	2309	2226	2283	2236	2319	2415	2348	2232	2349	2235	2263	2279	2278	2231	2380	2236	2272	2288	2361	2288	2308	2228	2233	2311	2230	2248	2229	2244	2288	2235	2233	2243	2263	2356	2244	2371	2314	3243	2248	2329	2273	2290	2241	2276	2294	2246	2234	2254	2240	2312	2239	2258	2437	2233	2324	2221	0	2262	2369	2235	2292	2349	2405	2302	2229	2215	2235	2365	2229	2358	2235	2244	2234	2238	2230	2223	2242	2235	2224	2317	2251	2237	2321	2244	2235	2236	41	2237	2237	2263	2237	2307	2240	2175	2238	2294	2238	2249	2232	2286	22	2240	2261
